cpse_1,material_code_1,material_description_1,cpse_2,material_code_2,material_description_2,category,semantic_score,attribute_score,lexical_score,hybrid_score,confidence,conflicts,explanation,same_benchmark_group
BHEL,BHL1022,Induction Motor 5 HP 415V,SAIL,STL8002,3 PH MOTOR 10HP 415V IE3,Motor,0.8814,0.3333,0.8846,0.5400999784469604,LOW CONFIDENCE,"size, grade/specification","Semantic=0.881, Attribute=0.333, Lexical=0.885. Potential difference: size, grade/specification.",False
SAIL,STL8001,3 PH INDUCTION MOTOR 5HP 415V,BHEL,BHL1023,Induction Motor 10 HP 415V,Motor,0.8813,0.3333,0.8846,0.5400000214576721,LOW CONFIDENCE,"size, grade/specification","Semantic=0.881, Attribute=0.333, Lexical=0.885. Potential difference: size, grade/specification.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,NTPC,NTP7702,80 NB Gate Valve CL 150,Valve,0.8628,0.3333,0.931,0.5376999974250793,LOW CONFIDENCE,"size, grade/specification","Semantic=0.863, Attribute=0.333, Lexical=0.931. Potential difference: size, grade/specification.",False
BHEL,BHL1027,Industrial Gear Oil 220,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.8791,0.3333,0.8571,0.5347999930381775,LOW CONFIDENCE,"material, grade/specification","Semantic=0.879, Attribute=0.333, Lexical=0.857. Potential difference: material, grade/specification.",True
NTPC,NTP7702,80 NB Gate Valve CL 150,ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,Valve,0.8527,0.3333,0.8966,0.5274999737739563,LOW CONFIDENCE,"size, grade/specification","Semantic=0.853, Attribute=0.333, Lexical=0.897. Potential difference: size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,Fastener,0.8613,0.3333,0.8333,0.5223000049591064,LOW CONFIDENCE,"material, size","Semantic=0.861, Attribute=0.333, Lexical=0.833. Potential difference: material, size.",True
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,SAIL,STL2046,MS HEX NUT M10,Fastener,0.8613,0.3333,0.8333,0.5223000049591064,LOW CONFIDENCE,"material, size","Semantic=0.861, Attribute=0.333, Lexical=0.833. Potential difference: material, size.",True
SAIL,STL5002,Spiral Wound Gasket DN100,ONGC,ONG4402,Spiral Wound Gasket 100 NB Graphite,Gasket,0.9105,0.3333,0.6526,0.5198000073432922,LOW CONFIDENCE,"material, grade/specification","Semantic=0.910, Attribute=0.333, Lexical=0.653. Potential difference: material, grade/specification.",True
NTPC,NTP8802,100 NB Spiral Wound Graphite Gasket,SAIL,STL5002,Spiral Wound Gasket DN100,Gasket,0.9105,0.3333,0.6526,0.5198000073432922,LOW CONFIDENCE,"material, grade/specification","Semantic=0.910, Attribute=0.333, Lexical=0.653. Potential difference: material, grade/specification.",True
NTPC,NTP6605,Industrial Safety Helmet ISI Marked,SAIL,STL12001,ISI Safety Helmet Industrial Type,PPE,0.796,0.3333,0.8364,0.4900999963283539,LOW CONFIDENCE,"material, grade/specification","Semantic=0.796, Attribute=0.333, Lexical=0.836. Potential difference: material, grade/specification.",True
BHEL,BHL1030,Safety Helmet ISI Approved,NTPC,NTP6605,Industrial Safety Helmet ISI Marked,PPE,0.796,0.3333,0.8364,0.4900999963283539,LOW CONFIDENCE,"material, grade/specification","Semantic=0.796, Attribute=0.333, Lexical=0.836. Potential difference: material, grade/specification.",True
SAIL,STL2045,SS HEX BOLT M10-50,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.7703,0.3333,0.9176,0.4893999993801117,LOW CONFIDENCE,"size, grade/specification","Semantic=0.770, Attribute=0.333, Lexical=0.918. Potential difference: size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.7703,0.3333,0.9176,0.4893999993801117,LOW CONFIDENCE,"size, grade/specification","Semantic=0.770, Attribute=0.333, Lexical=0.918. Potential difference: size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,Pipe,0.8407,0.3333,0.678,0.4887000024318695,LOW CONFIDENCE,"material, grade/specification","Semantic=0.841, Attribute=0.333, Lexical=0.678. Potential difference: material, grade/specification.",True
BHEL,BHL1028,Carbon Steel Welding Electrode 3.15mm,SAIL,STL11002,SS Welding Electrode E308L 3.15mm,Welding,0.7918,0.3333,0.7952,0.48179998993873596,LOW CONFIDENCE,"material, grade/specification","Semantic=0.792, Attribute=0.333, Lexical=0.795. Potential difference: material, grade/specification.",False
SAIL,STL11001,CS Welding Rod E6013 3.15mm,BHEL,BHL1029,Stainless Steel Welding Electrode 3.15mm,Welding,0.7875,0.3333,0.7674,0.4754999876022339,LOW CONFIDENCE,"material, grade/specification","Semantic=0.787, Attribute=0.333, Lexical=0.767. Potential difference: material, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.7722,0.3333,0.8056,0.47360000014305115,LOW CONFIDENCE,"material, grade/specification","Semantic=0.772, Attribute=0.333, Lexical=0.806. Potential difference: material, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.7722,0.3333,0.8056,0.47360000014305115,LOW CONFIDENCE,"material, grade/specification","Semantic=0.772, Attribute=0.333, Lexical=0.806. Potential difference: material, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.7722,0.3333,0.8056,0.47360000014305115,LOW CONFIDENCE,"material, grade/specification","Semantic=0.772, Attribute=0.333, Lexical=0.806. Potential difference: material, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.7722,0.3333,0.8056,0.47360000014305115,LOW CONFIDENCE,"material, grade/specification","Semantic=0.772, Attribute=0.333, Lexical=0.806. Potential difference: material, grade/specification.",False
NTPC,NTP5501,E6013 Welding Electrode 3.15 MM,ONGC,ONG10002,Stainless Welding Electrode Dia 3.15 MM,Welding,0.7787,0.3333,0.7536,0.4690000116825104,LOW CONFIDENCE,"material, grade/specification","Semantic=0.779, Attribute=0.333, Lexical=0.754. Potential difference: material, grade/specification.",False
BHEL,BHL1029,Stainless Steel Welding Electrode 3.15mm,ONGC,ONG10002,Stainless Welding Electrode Dia 3.15 MM,Welding,0.9603,0.0,0.878,0.4618000090122223,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.960, Attribute=0.000, Lexical=0.878. Potential difference: material, size, grade/specification.",True
ONGC,ONG10001,Welding Electrode E6013 Dia 3.15 MM,NTPC,NTP5502,E308L Stainless Steel Welding Rod 3.15 MM,Welding,0.7736,0.3333,0.7222,0.4618000090122223,LOW CONFIDENCE,"material, grade/specification","Semantic=0.774, Attribute=0.333, Lexical=0.722. Potential difference: material, grade/specification.",False
NTPC,NTP5502,E308L Stainless Steel Welding Rod 3.15 MM,SAIL,STL11002,SS Welding Electrode E308L 3.15mm,Welding,0.955,0.0,0.878,0.459199994802475,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.955, Attribute=0.000, Lexical=0.878. Potential difference: material, size, grade/specification.",True
ONGC,ONG1102,Mild Steel Nut Size M10,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.7687,0.3333,0.697,0.45559999346733093,LOW CONFIDENCE,"material, grade/specification","Semantic=0.769, Attribute=0.333, Lexical=0.697. Potential difference: material, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.7687,0.3333,0.697,0.45559999346733093,LOW CONFIDENCE,"material, grade/specification","Semantic=0.769, Attribute=0.333, Lexical=0.697. Potential difference: material, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.9355,0.0,0.8642,0.4474000036716461,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.935, Attribute=0.000, Lexical=0.864. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.9355,0.0,0.8642,0.4474000036716461,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.935, Attribute=0.000, Lexical=0.864. Potential difference: material, size, grade/specification.",False
BHEL,BHL1030,Safety Helmet ISI Approved,ONGC,ONG11001,Industrial Protective Safety Helmet,PPE,0.7155,0.3333,0.7308,0.4339999854564667,LOW CONFIDENCE,"material, grade/specification","Semantic=0.716, Attribute=0.333, Lexical=0.731. Potential difference: material, grade/specification.",True
SAIL,STL12001,ISI Safety Helmet Industrial Type,ONGC,ONG11001,Industrial Protective Safety Helmet,PPE,0.7155,0.3333,0.7308,0.4339999854564667,LOW CONFIDENCE,"material, grade/specification","Semantic=0.716, Attribute=0.333, Lexical=0.731. Potential difference: material, grade/specification.",True
NTPC,NTP7701,50 NB Gate Valve Class 150,SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,Valve,0.8966,0.0,0.8438,0.42489999532699585,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.897, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,BHEL,BHL1012,Globe Valve 25 NB Class 150,Valve,0.8966,0.0,0.8438,0.42489999532699585,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.897, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,SAIL,STL4002,CS GATE VALVE 80NB CLASS150,Valve,0.8947,0.0,0.8438,0.4239000082015991,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.895, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,BHEL,BHL1011,Gate Valve 80 NB Class 150,Valve,0.8947,0.0,0.8438,0.4239000082015991,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.895, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.9023,0.0,0.8101,0.4226999878883362,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.902, Attribute=0.000, Lexical=0.810. Potential difference: material, size, grade/specification.",False
BHEL,BHL1022,Induction Motor 5 HP 415V,NTPC,NTP2202,10 HP Three Phase Motor 415 Volt,Motor,0.9122,0.0,0.7755,0.42239999771118164,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.912, Attribute=0.000, Lexical=0.776. Potential difference: material, size, grade/specification.",False
BHEL,BHL1022,Induction Motor 5 HP 415V,ONGC,ONG7702,Three Phase Induction Motor 10 HP,Motor,0.9122,0.0,0.7755,0.42239999771118164,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.912, Attribute=0.000, Lexical=0.776. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.8907,0.0,0.8438,0.4219000041484833,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.891, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.8907,0.0,0.8438,0.4219000041484833,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.891, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.876,0.0,0.875,0.41920000314712524,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.876, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.876,0.0,0.875,0.41920000314712524,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.876, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.876,0.0,0.875,0.41920000314712524,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.876, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.876,0.0,0.875,0.41920000314712524,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.876, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
NTPC,NTP2201,5 HP Three Phase Induction Motor 415 Volt,BHEL,BHL1023,Induction Motor 10 HP 415V,Motor,0.9043,0.0,0.7755,0.41850000619888306,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.904, Attribute=0.000, Lexical=0.776. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.8745,0.0,0.875,0.41850000619888306,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.874, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.8745,0.0,0.875,0.41850000619888306,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.874, Attribute=0.000, Lexical=0.875. Potential difference: material, size, grade/specification.",False
ONGC,ONG7701,Three Phase Motor 5 HP 415 V,BHEL,BHL1023,Induction Motor 10 HP 415V,Motor,0.9043,0.0,0.7755,0.41850000619888306,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.904, Attribute=0.000, Lexical=0.776. Potential difference: material, size, grade/specification.",False
SAIL,STL10002,Industrial Gear Oil Grade 220,ONGC,ONG9902,Gear Oil VG 220 Industrial,Lubricant,0.9021,0.0,0.7385,0.41179999709129333,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.902, Attribute=0.000, Lexical=0.738. Potential difference: material, size, grade/specification.",True
BHEL,BHL1011,Gate Valve 80 NB Class 150,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.879,0.0,0.8125,0.4113999903202057,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.879, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,NTPC,NTP7703,25 NB Globe Valve CL 150,Valve,0.879,0.0,0.8125,0.4113999903202057,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.879, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,Valve,0.859,0.0,0.8438,0.40610000491142273,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.859, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,NTPC,NTP7702,80 NB Gate Valve CL 150,Valve,0.859,0.0,0.8438,0.40610000491142273,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.859, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
SAIL,STL4001,CS Gate Valve 50NB CL150,ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,Valve,0.859,0.0,0.8438,0.40610000491142273,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.859, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
BHEL,BHL1010,Gate Valve 50 NB Class 150,NTPC,NTP7702,80 NB Gate Valve CL 150,Valve,0.859,0.0,0.8438,0.40610000491142273,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.859, Attribute=0.000, Lexical=0.844. Potential difference: material, size, grade/specification.",False
SAIL,STL8001,3 PH INDUCTION MOTOR 5HP 415V,NTPC,NTP2202,10 HP Three Phase Motor 415 Volt,Motor,0.8754,0.0,0.75,0.4002000093460083,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.875, Attribute=0.000, Lexical=0.750. Potential difference: material, size, grade/specification.",False
SAIL,STL8001,3 PH INDUCTION MOTOR 5HP 415V,ONGC,ONG7702,Three Phase Induction Motor 10 HP,Motor,0.8754,0.0,0.75,0.4002000093460083,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.875, Attribute=0.000, Lexical=0.750. Potential difference: material, size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,Valve,0.8499,0.0,0.8125,0.3968000113964081,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.850, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,SAIL,STL4003,Carbon Steel Globe Valve 25NB Class150,Valve,0.8499,0.0,0.8125,0.3968000113964081,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.850, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,BHEL,BHL1012,Globe Valve 25 NB Class 150,Valve,0.8499,0.0,0.8125,0.3968000113964081,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.850, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,BHEL,BHL1012,Globe Valve 25 NB Class 150,Valve,0.8499,0.0,0.8125,0.3968000113964081,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.850, Attribute=0.000, Lexical=0.812. Potential difference: material, size, grade/specification.",False
NTPC,NTP2201,5 HP Three Phase Induction Motor 415 Volt,SAIL,STL8002,3 PH MOTOR 10HP 415V IE3,Motor,0.8673,0.0,0.75,0.3962000012397766,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.867, Attribute=0.000, Lexical=0.750. Potential difference: material, size, grade/specification.",False
ONGC,ONG7701,Three Phase Motor 5 HP 415 V,SAIL,STL8002,3 PH MOTOR 10HP 415V IE3,Motor,0.8673,0.0,0.75,0.3962000012397766,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.867, Attribute=0.000, Lexical=0.750. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,Pipe,0.8153,0.0,0.7945,0.376800000667572,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.815, Attribute=0.000, Lexical=0.795. Potential difference: material, size, grade/specification.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.8001,0.0,0.8205,0.37310001254081726,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.800, Attribute=0.000, Lexical=0.821. Potential difference: material, size, grade/specification.",False
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.8001,0.0,0.8205,0.37310001254081726,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.800, Attribute=0.000, Lexical=0.821. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.7988,0.0,0.8205,0.3725000023841858,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.799, Attribute=0.000, Lexical=0.821. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,Pipe,0.7967,0.0,0.7541,0.36149999499320984,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.797, Attribute=0.000, Lexical=0.754. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,Pipe,0.807,0.0,0.7077,0.3596999943256378,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.807, Attribute=0.000, Lexical=0.708. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,Pipe,0.807,0.0,0.7077,0.3596999943256378,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.807, Attribute=0.000, Lexical=0.708. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,Pipe,0.8073,0.0,0.6866,0.35659998655319214,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.807, Attribute=0.000, Lexical=0.687. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,Pipe,0.7935,0.0,0.6866,0.3497999906539917,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.794, Attribute=0.000, Lexical=0.687. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.744,0.0,0.8378,0.34769999980926514,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.744, Attribute=0.000, Lexical=0.838. Potential difference: material, size, grade/specification.",True
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.744,0.0,0.8378,0.34769999980926514,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.744, Attribute=0.000, Lexical=0.838. Potential difference: material, size, grade/specification.",True
NTPC,NTP5523,Stainless Steel Plain Washer 10mm,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.744,0.0,0.8378,0.34769999980926514,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.744, Attribute=0.000, Lexical=0.838. Potential difference: material, size, grade/specification.",True
BHEL,BHL1028,Carbon Steel Welding Electrode 3.15mm,ONGC,ONG10002,Stainless Welding Electrode Dia 3.15 MM,Welding,0.7766,0.0,0.7105,0.3449000120162964,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.777, Attribute=0.000, Lexical=0.711. Potential difference: material, size, grade/specification.",False
SAIL,STL11001,CS Welding Rod E6013 3.15mm,ONGC,ONG10002,Stainless Welding Electrode Dia 3.15 MM,Welding,0.7766,0.0,0.7105,0.3449000120162964,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.777, Attribute=0.000, Lexical=0.711. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,Pipe,0.75,0.0,0.7647,0.33970001339912415,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.750, Attribute=0.000, Lexical=0.765. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.7321,0.0,0.8158,0.3384000062942505,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
BHEL,BHL1003,SS Flat Washer M10,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.7321,0.0,0.8158,0.3384000062942505,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
SAIL,STL2047,SS WASHER M10 FLAT,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.7321,0.0,0.8158,0.3384000062942505,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
SAIL,STL2047,SS WASHER M10 FLAT,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.7321,0.0,0.8158,0.3384000062942505,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
ONGC,ONG1103,SS Plain Washer M10,NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,Fastener,0.7321,0.0,0.8158,0.3384000062942505,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
NTPC,NTP5501,E6013 Welding Electrode 3.15 MM,SAIL,STL11002,SS Welding Electrode E308L 3.15mm,Welding,0.7712,0.0,0.6842,0.33820000290870667,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.771, Attribute=0.000, Lexical=0.684. Potential difference: material, size, grade/specification.",False
ONGC,ONG10001,Welding Electrode E6013 Dia 3.15 MM,SAIL,STL11002,SS Welding Electrode E308L 3.15mm,Welding,0.7712,0.0,0.6842,0.33820000290870667,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.771, Attribute=0.000, Lexical=0.684. Potential difference: material, size, grade/specification.",False
SAIL,STL11001,CS Welding Rod E6013 3.15mm,NTPC,NTP5502,E308L Stainless Steel Welding Rod 3.15 MM,Welding,0.7709,0.0,0.6835,0.33799999952316284,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.771, Attribute=0.000, Lexical=0.684. Potential difference: material, size, grade/specification.",False
BHEL,BHL1028,Carbon Steel Welding Electrode 3.15mm,NTPC,NTP5502,E308L Stainless Steel Welding Rod 3.15 MM,Welding,0.7709,0.0,0.6835,0.33799999952316284,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.771, Attribute=0.000, Lexical=0.684. Potential difference: material, size, grade/specification.",False
ONGC,ONG10001,Welding Electrode E6013 Dia 3.15 MM,BHEL,BHL1029,Stainless Steel Welding Electrode 3.15mm,Welding,0.7674,0.0,0.6582,0.33250001072883606,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.767, Attribute=0.000, Lexical=0.658. Potential difference: material, size, grade/specification.",False
NTPC,NTP5501,E6013 Welding Electrode 3.15 MM,BHEL,BHL1029,Stainless Steel Welding Electrode 3.15mm,Welding,0.7674,0.0,0.6582,0.33250001072883606,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.767, Attribute=0.000, Lexical=0.658. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.7596,0.0,0.6849,0.33250001072883606,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.760, Attribute=0.000, Lexical=0.685. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.7197,0.0,0.8158,0.33219999074935913,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.720, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.7197,0.0,0.8158,0.33219999074935913,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.720, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
